Company Name,Published Date,Location,Skills Required,Job Description,Apply link
Nutanix,Posted a month ago,Bengaluru / Bangalore,"Pythonprogramming,Goprogramming,Cloudtechnologies,Virtualization,Automation,Storage,Hci,Docker,Devops,Debugging,San,Rest,Infrastructure,Webtechnologies","Member of Technical Staff - Python ,  Go ,  Cloud ,  Virtualisation  (  6-12 yrs experience )  Computers / Software Bangalore ,  India Req.Num.: 25804Hungry ,  Humble ,  Hones... More Details
",https://www.timesjobs.com/job-detail/member-of-technical-staff-python-go-cloud-virtualisation-6-12-yrs-experience-nutanix-bengaluru-bangalore-6-to-12-yrs-jobid-nxKwJUZrqvBzpSvf__PLUS__uAgZw==&source=srp
alliance recruitment agency,Posted few days ago,Anand,"Python,Sql,Pythonstrong","Responsibilities:An accomplished data analyst with hands-on experience in the BFSI domain ,  preferably with prior experience in techno-functional roles with building and mana... More Details
",https://www.timesjobs.com/job-detail/data-analyst-alliance-recruitment-agency-anand-8-to-10-yrs-jobid-Vu0zuigTsTlzpSvf__PLUS__uAgZw==&source=srp
Sachar Gaming Pvt. Ltd.,Posted 2 days ago,Mumbai,"Python,Css,Git,Devops","DevOps EngineerRole  &  Responsibilities understanding the needs of stakeholders and conveying this to developersworking on ways to automate and improve development and releas... More Details
",https://www.timesjobs.com/job-detail/devops-engineer-sachar-gaming-pvt-ltd-mumbai-1-to-4-yrs-jobid-kDsrGa9bupBzpSvf__PLUS__uAgZw==&source=srp
mirabilis design inc,Posted 3 days ago,Chennai,"Python,Java,Xml","1. Create a folder of all the models that we have created2. Open each file in VisualSim and select the checkbox for Save and uncheck the box for a view3. Write a Python script... More Details
",https://www.timesjobs.com/job-detail/software-testing-engineer-mirabilis-design-inc-chennai-0-to-3-yrs-jobid-VuQU9m86hulzpSvf__PLUS__uAgZw==&source=srp
spiderfocus solutions,Posted 4 days ago,"Ahmedabad,  Pune","Python,Java,.Net","Job Description : Hands on experience with UIPath and any scripting / programming language  ( .net / Java / Python ) .  Should have working experience on code development and ... More Details
",https://www.timesjobs.com/job-detail/senior-engineer-tech-lead-rpa-uipath-spiderfocus-solutions-ahmedabad-pune-5-to-10-yrs-jobid-BrVrJ__PLUS__Er43xzpSvf__PLUS__uAgZw==&source=srp
tronicszone electronics and pcb designing,Posted 4 days ago,Bengaluru / Bangalore,"Python,C,Embeddedsystems","Requirements for eligibility:B.E / B.Tech / M.Sc / M.Tech in the field of Electronics with good academics.Having 5  years of core experience in developing complex embedded sys... More Details
",https://www.timesjobs.com/job-detail/design-manager-embedded-systems-tronicszone-electronics-and-pcb-designing-bengaluru-bangalore-5-to-8-yrs-jobid-ls9TPogaXe1zpSvf__PLUS__uAgZw==&source=srp
pegasus knowledge solutions india pvt ltd.,Posted 4 days ago,Bengaluru / Bangalore,"Algorithms,Python,Sas,Sql","Job Responsibilities: 8 - 10 years of Data experience with at least 5 yrs as Data scientist.Python Data science experience mandatory. SAS Enterprise Miner ,  SAS Base ,  SAS M... More Details
",https://www.timesjobs.com/job-detail/data-scientist-pegasus-knowledge-solutions-india-pvt-ltd-bengaluru-bangalore-8-to-10-yrs-jobid-KclF0c5R6jtzpSvf__PLUS__uAgZw==&source=srp
v support solutions,Posted 4 days ago,Coimbatore,"Python,Java,Mqtt,Unix","Job Responsibilities:We are looking for Industry 4.0 team and if you are an Industrial Software  /  Embedded  / Application Architect or Developer or SME with anywhere between... More Details
",https://www.timesjobs.com/job-detail/industrial-4-0-trainer-v-support-solutions-coimbatore-15-to-18-yrs-jobid-eWyrRZNbittzpSvf__PLUS__uAgZw==&source=srp
appriffy digital it hub,Posted 4 days ago,Bengaluru / Bangalore,"Python,Mongodb,Javascript","Required CTO On-demand ,  Full-stack Developer with 5  years of hands-on experience on Mobile development  ( Native Android iOS )  ,  JavaScript ,  Python ,  React Native ,  A... More Details
",https://www.timesjobs.com/job-detail/full-stack-developer-appriffy-digital-it-hub-bengaluru-bangalore-5-to-8-yrs-jobid-ll__PLUS____SLASH__78HZZw9zpSvf__PLUS__uAgZw==&source=srp
Aptence,Posted 4 days ago,Noida/Greater Noida,"Python,Django,Webdevelopment","App Development EngineerJob description: iOS and Android mobile app developmentSkill ( s )  required: Native iOS or Native AndroidCTC Offered: During Internship: 10k / monthOn... More Details
",https://www.timesjobs.com/job-detail/app-development-engineer-aptence-noida-greater-noida-0-to-3-yrs-jobid-5RNVzYor0j5zpSvf__PLUS__uAgZw==&source=srp
AugmatrixGo,Posted few days ago,Hyderabad/Secunderabad,"Python,Sql,Pyspark","Location: HyderabadExperience: 10-15 yearsImmediate Start: November 26 ,  2018Job Type: Full TimeDescriptionNeed Immediate to 15 Days joinersSkillset: Incorta ,  PySpark / Pyt... More Details
",https://www.timesjobs.com/job-detail/incorta-lead-architect-augmatrixgo-hyderabad-secunderabad-10-to-15-yrs-jobid-s__SLASH__X__SLASH__6qerU9JzpSvf__PLUS__uAgZw==&source=srp
AugmatrixGo,Posted few days ago,Hyderabad/Secunderabad,"Fundamentals,Python,Bi,Sql","Need Immediate to 15 Days joinersSkillset:DW  & amp; BI fundamentalsInformaticaPythonSQLGoogle BigQuery modeling  & amp; best practiceRequirements:Should have very strong comm... More Details
",https://www.timesjobs.com/job-detail/etl-developer-augmatrixgo-hyderabad-secunderabad-4-to-6-yrs-jobid-lkeO__SLASH__y2aOwRzpSvf__PLUS__uAgZw==&source=srp
pattern effects labs private limited,Posted few days ago,Bengaluru / Bangalore,"Python,Hosting,Hostingmanagement",": Full Stack DeveloperThe primary responsibility of the position will be developing front and back end solutions for our Python Core application. However ,  the position will ... More Details
",https://www.timesjobs.com/job-detail/full-stack-developer-pattern-effects-labs-private-limited-bengaluru-bangalore-2-to-5-yrs-jobid-Zi9lbthZGHNzpSvf__PLUS__uAgZw==&source=srp
alliance recruitment agency,Posted few days ago,Ahmedabad,"Python,Problemsolving,Sql","An accomplished data analyst with hands-on experience in BFSI domain ,  preferably with prior experience in techno functional role with building and managing ML models ,  data... More Details
",https://www.timesjobs.com/job-detail/data-analyst-alliance-recruitment-agency-ahmedabad-8-to-10-yrs-jobid-VdCPOPjDsSZzpSvf__PLUS__uAgZw==&source=srp
Surtel Technologies Pvt. Ltd.,Posted few days ago,Indore,"C#,Python,Java","### **Required Skills:**- Bachelor's or Master's degree in Computer Science or a related field.- Proficiency in any popular coding languages like Python ,  Java ,  c# ,  Node ... More Details
",https://www.timesjobs.com/job-detail/associate-trainee-surtel-technologies-pvt-ltd-indore-0-to-3-yrs-jobid-l9dQFV4x87tzpSvf__PLUS__uAgZw==&source=srp
ai enterprise,Posted few days ago,Bengaluru / Bangalore,"Algorithms,Python,Apache","Qualification: Any DegreeJob Role: Work in Data Science projects  ( end to end lifecycle )  which comprises of the following: Data pre-processing ,  Feature engineering ,  Mod... More Details
",https://www.timesjobs.com/job-detail/data-scientist-ai-enterprise-bengaluru-bangalore-5-to-8-yrs-jobid-OzKxZRBUVwpzpSvf__PLUS__uAgZw==&source=srp
xonier technologies pvt ltd,Posted few days ago,Noida/Greater Noida,"Python,Debugging,Odoodeveloper","### #### Roles and ResponsibilitiesYour Major Job Responsibilities as an ODOO Developer would be:1 )  You will lead and participate in various development projects for our pro... More Details
",https://www.timesjobs.com/job-detail/odoo-developer-xonier-technologies-pvt-ltd-noida-greater-noida-2-to-5-yrs-jobid-Uz1cWdAZzvhzpSvf__PLUS__uAgZw==&source=srp
Techasoft Pvt Ltd,Posted few days ago,Bengaluru / Bangalore,"Python,Docker,Devops,Debugging","# ## Roles and Responsibilities:- Experience in developing and maintaining CI / CD process- Must have good experience in Docker ,  Kubernetes ,  Terraforms- Good experience in... More Details
",https://www.timesjobs.com/job-detail/devops-engineer-techasoft-pvt-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-y2ZbI2zqCChzpSvf__PLUS__uAgZw==&source=srp
Merilytics,Posted few days ago,Hyderabad/Secunderabad,"Python,Bi,Jee,Sql","You will be expected to define the analytical problem-solving process to provide actionable insights aimed at solving complex business problemsAs the main point of contact to ... More Details
",https://www.timesjobs.com/job-detail/business-manager-merilytics-hyderabad-secunderabad-3-to-6-yrs-jobid-hw522HWE__PLUS__gpzpSvf__PLUS__uAgZw==&source=srp
sumago infotech pvt.ltd.,Posted few days ago,Nasik,"Python,Eclipse,Java,Api",": Android App DeveloperWork experience as a Android Developer.Knowledge of Eclipse ,  Android Studio ,  AVD Manager ,  Android SDK.Strong Knowledge of Python ,  Java ,  Kotlin... More Details
",https://www.timesjobs.com/job-detail/andorid-app-developer-sumago-infotech-pvt-ltd-nasik-0-to-3-yrs-jobid-T9S__SLASH__IwjMT7tzpSvf__PLUS__uAgZw==&source=srp
Vitrana,Posted few days ago,"Noida/Greater Noida,  Bengaluru / Bangalore","Algorithms,Python,Machinelearning","## ### Responsibilities:- Study and transform data science prototypes- Research and implement appropriate ML algorithms and tools- Run machine learning tests and experiments- ... More Details
",https://www.timesjobs.com/job-detail/machine-learning-engineer-vitrana-noida-greater-noida-bengaluru-bangalore-2-to-4-yrs-jobid-OSaeFrTvJotzpSvf__PLUS__uAgZw==&source=srp
Aziels Technologies Pvt Ltd,Posted few days ago,Gurgaon,"Python,Mobile,Webdevelopment","We are looking for a Project Manager who have prior experience in managing multiple projects primarily of mobile app development and web development. He will be responsible fo... More Details
",https://www.timesjobs.com/job-detail/project-manager-aziels-technologies-pvt-ltd-gurgaon-0-to-3-yrs-jobid-AfY4mvUSa6dzpSvf__PLUS__uAgZw==&source=srp
"Cynosure Corporate Solutions
     (More Jobs)",Posted a month ago,Chennai,"Machinelearning,Python,Nlp","Job Summary:We are looking for Data Scientists to analyze large amounts of raw information to find patterns that will help improve our clients business. We will rely on you to... More Details
",https://www.timesjobs.com/job-detail/data-scientist-cynosure-corporate-solutions-chennai-4-to-9-yrs-jobid-BO3JshNbN9JzpSvf__PLUS__uAgZw==&source=srp
evertz,Posted a month ago,Canada,"Cdtools,Linux,Python","We are looking for someone to join our DevOps Team! The ideal candidate is someone who is passionate about Linux system administration and has an interest in Debian packaging.... More Details
",https://www.timesjobs.com/job-detail/devops-engineer-linux-and-packaging-evertz-canada-3-to-6-yrs-jobid-XYQe0ttmQdVzpSvf__PLUS__uAgZw==&source=srp
HyreFox Consultants,Posted a month ago,"Hyderabad/Secunderabad,  Chennai","Python,Scala,Bigdata","Expertise in building AWS Data Engineering pipelines with AWS Glue - & gt; Athena - & gt; QuickSightExperience in developing lambda functions with AWS LambdaExpertise with Spa... More Details
",https://www.timesjobs.com/job-detail/big-data-engineer-hyrefox-consultants-hyderabad-secunderabad-chennai-5-to-10-yrs-jobid-5cgkPJ6FcJpzpSvf__PLUS__uAgZw==&source=srp
"LTIMindtree Ltd.
     (More Jobs)",Posted a month ago,"Bengaluru / Bangalore,  Chennai,  Mumbai,  Pune","Glue,Pyspark,Python","AWS Developer - Glue ,  Lambda ,  Secret Manager ,  PySpark ,  Python ,  S3 ,  CloudformationLooking for an experienced AWS developer to join our team and help us build and ma... More Details
",https://www.timesjobs.com/job-detail/aws-developer-ltimindtree-bengaluru-bangalore-chennai-mumbai-pune-6-to-11-yrs-jobid-7H9VfPyeUNNzpSvf__PLUS__uAgZw==&source=srp
"SMASHBIG INC.
     (More Jobs)","
Work from Home 
		    	","Bengaluru / Bangalore,  Chennai,  Delhi/NCR,  Hyderabad/Secunderabad,  Mumbai","Python,Java","Responsibilities: Develop complex software products that include scale ,  algorithmic complexity ,  and a huge amount of data.  Build cutting-edge scalable systems by writing ... More Details
",https://www.timesjobs.com/job-detail/software-developer-software-engineer-b-tech-fresher-jobs-memphis-infotech-bengaluru-bangalore-chennai-delhi-ncr-hyderabad-secunderabad-mumbai-0-to-3-yrs-jobid-1sINd__SLASH__yJnbRzpSvf__PLUS__uAgZw==&source=srp
Synconics Technologies Pvt. Ltd.,Posted 4 days ago,Ahmedabad,"Pythonscripting,Xml,Pl/Sql,Python,Openerp,Writtencommunication","We are currently recruiting for an Odoo ( OpenERP )  Developer position in our company. This position will be responsible for developing and supporting enhancements to Odoo ( ... More Details
",https://www.timesjobs.com/job-detail/odoo-openerp-developer-synconics-technologies-pvt-ltd-ahmedabad-1-to-4-yrs-jobid-q6y0g1xSNPVzpSvf__PLUS__uAgZw==&source=srp
Headhuntersinc consultancy Private Limited,Posted 1 day ago,Chennai,"Python,Java,Perl,Tcl,Ruby","Experience  3 to 8 years  ( QA Experience is Mandatory ) Salary Maximum  8.5 lpa  ( Based on Current CTC ) Location  ChennaiRequired Experience:QA with Automation and Manual E... More Details
",https://www.timesjobs.com/job-detail/quality-assurance-headhuntersinc-consultancy-private-limited-chennai-3-to-8-yrs-jobid-ZySZ__SLASH__CN6mpJzpSvf__PLUS__uAgZw==&source=srp
spiderfocus solutions,Posted 4 days ago,Pune,"Security,Python,C,Shellscripting","Job Description : Worked on one or more embedded products and understanding of SDLC for embedded products  Knowledge of tools such as Microsoft Threat Modelling ,  SD Element ... More Details
",https://www.timesjobs.com/job-detail/senior-engineer-cyber-security-spiderfocus-solutions-pune-4-to-8-yrs-jobid-cfnuFN6NMG9zpSvf__PLUS__uAgZw==&source=srp
east india securities ltd.,Posted 3 days ago,Kolkata,"Python,Datamining,Machinelearning","Research and analyse a variety of large data sets to develop and implement signals    Collaborate extensively with others to analyse performance ,  optimize the trading strate... More Details
",https://www.timesjobs.com/job-detail/quant-research-analyst-east-india-securities-ltd-kolkata-0-to-3-yrs-jobid-0VpxzWHSI5ZzpSvf__PLUS__uAgZw==&source=srp
CRIMSON INTERACTIVE PVT LTD,Posted 4 days ago,Mumbai,"Python,Webdevelopment,Keeplearning","About the role:Focus on writing quality codeCode end to end  ( no one is going to help you in that ) Figure out what ,  how and why you need to build what youre supposed to bu... More Details
",https://www.timesjobs.com/job-detail/sde-1-sde-2-sde-3-crimson-interactive-pvt-ltd-mumbai-0-to-3-yrs-jobid-MWilgXsPhXZzpSvf__PLUS__uAgZw==&source=srp
Arivon Technologies,Posted 4 days ago,Bengaluru / Bangalore,"Python,C,Problemsolving,Linux","BS / BE / B-Tech or MS / ME / M-Tech degree in Computer Engineering ,  Computer Science ,  Electrical Engineering or Electronics.2 to 6 years of experience programming in C , ... More Details
",https://www.timesjobs.com/job-detail/software-development-engineer-forwarding-arivon-technologies-bengaluru-bangalore-2-to-6-yrs-jobid-YzRg__PLUS__2Itl51zpSvf__PLUS__uAgZw==&source=srp
sacumen,Posted 4 days ago,Bengaluru / Bangalore,"Mockito,Java,Python,Problemsolving","Main customers of this Job are:Product Owner  Delivery of requested stories on a sprint by sprint basis.Head of Delivery  Providing technical designs ,  estimates and guidance... More Details
",https://www.timesjobs.com/job-detail/technical-architect-sacumen-bengaluru-bangalore-12-to-15-yrs-jobid-s9PDJYu__PLUS__UlFzpSvf__PLUS__uAgZw==&source=srp
AxisTechnolabs,Posted 4 days ago,Ahmedabad,"Python,Teamplayer,Openerp,Postgresql","Responsibilities : Development ,  customization and supporting enhancements in OdooHaving knowledge Odoo modules and integrationStrong knowledge of Core Python and programming... More Details
",https://www.timesjobs.com/job-detail/senior-odoo-developer-axistechnolabs-ahmedabad-1-to-4-yrs-jobid-fFEbaPJsJvZzpSvf__PLUS__uAgZw==&source=srp
Merilytics,Posted 4 days ago,Hyderabad/Secunderabad,"Python,Sql,Potentialanalyticalissues","Job descriptionProactively provide thought leadership to the team and have complete control on the delivery process of the projectUnderstand the clients point of view ,  and t... More Details
",https://www.timesjobs.com/job-detail/business-associate-merilytics-hyderabad-secunderabad-0-to-3-yrs-jobid-E9OkTc3QX__SLASH__hzpSvf__PLUS__uAgZw==&source=srp
Netxcell Ltd,Posted 4 days ago,Mumbai,"Python,Bmctechnologies,Specialisedtechnologies","Job Title Developer , Specialised Technologies Category Developer ,  Specialised Technologies ,  Junior Experience Junior  ( exp. 2-5 years )  Description 1. R ,  Python ,  an... More Details
",https://www.timesjobs.com/job-detail/developer-specialised-technologies-netxcell-ltd-mumbai-2-to-5-yrs-jobid-Va61__SLASH__gJAyMVzpSvf__PLUS__uAgZw==&source=srp
ADROIT LEARNING AND MANPOWER PVT LTD,Posted 4 days ago,Pune,"Hive,Python,Apache,Bi,Hadoop","Job role :Good Experience in Hadoop EcosystemGood Experience with AWS cloud  ( EMR ,  RDS ,  Glue Athena )  ,  cloudwatch ) Strong Experience in Apache Spark ,  HiveGood exper... More Details
",https://www.timesjobs.com/job-detail/sr-data-engineer-adroit-learning-and-manpower-pvt-ltd-pune-5-to-8-yrs-jobid-gZxzwENL8uZzpSvf__PLUS__uAgZw==&source=srp
Cybage Software Pvt Ltd,Posted 5 days ago,Pune,"Algorithms,Python,Java,Machinelearning","Experience: 6  yearsThe key aspects of this role include:Should be able to Study and transform data science prototypesResearch and implement appropriate ML algorithms.develop ... More Details
",https://www.timesjobs.com/job-detail/machine-learning-developer-cybage-software-pvt-ltd-pune-6-to-9-yrs-jobid-tWJ__SLASH__zsTRCvdzpSvf__PLUS__uAgZw==&source=srp
Tekzilver,Posted 6 days ago,Bengaluru / Bangalore,"Python,C,Os,Php,Sql","You should possess adequate certifications ,  training and hands-on experience. Certification requirements may be relaxed a bit if you can display sufficient expertise.As an E... More Details
",https://www.timesjobs.com/job-detail/ethical-hacker-tekzilver-bengaluru-bangalore-0-to-3-yrs-jobid-xzkEI85IBvtzpSvf__PLUS__uAgZw==&source=srp
